,Event.Id,Aircraft.Category,Amateur.Built,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Date,Location,Country,Weather.Condition,Incident.Severity,State,Year,Region,Number.of.Passengers,Aircraft.Size
80785,20170709X81141,Airplane,No,Turbo Fan,0.0,0.0,0.0,0.0,2017-07-08,"San Francisco, CA",United States,Vmc,0,CA,2017,West,0.0,Personal
80807,20170713X12858,Airplane,No,Turbo Prop,2.0,0.0,0.0,0.0,2017-07-13,"Tyler, TX",United States,Vmc,1,TX,2017,South,2.0,Personal
80851,20170725X21326,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2017-07-18,"Reyno, AR",United States,Vmc,0,AR,2017,South,1.0,Personal
80863,20170721X61556,Airplane,No,Turbo Fan,0.0,3.0,1.0,45.0,2017-07-20,"Minneapolis, MN",United States,Imc,0,MN,2017,Midwest,49.0,Small
80872,20170721X11429,Airplane,No,Turbo Prop,0.0,0.0,0.0,9.0,2017-07-21,"New York, NY",United States,Vmc,0,NY,2017,Northeast,9.0,Personal
80904,20170724X71704,Airplane,No,Turbo Jet,0.0,1.0,0.0,0.0,2017-07-24,"Henderson, NV",United States,Vmc,0,NV,2017,West,1.0,Personal
80915,20170801X01026,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2017-07-25,"Trumann, AR",United States,Imc,0,AR,2017,South,1.0,Personal
80922,20170727X45300,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2017-07-27,"McRae, GA",United States,Vmc,0,GA,2017,South,1.0,Personal
80936,20170801X34205,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2017-07-28,"Hondo, TX",United States,Vmc,0,TX,2017,South,3.0,Personal
80954,20170731X70626,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2017-07-31,"Wells, NV",United States,Vmc,0,NV,2017,West,1.0,Personal
80974,20170803X72946,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2017-08-02,"San Angelo, TX",United States,Vmc,0,TX,2017,South,1.0,Personal
80993,20170816X82925,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2017-08-04,"Mulino, OR",United States,Vmc,0,OR,2017,West,1.0,Personal
81001,20170813X71654,Airplane,No,Turbo Fan,0.0,10.0,1.0,6.0,2017-08-05,"East Hampton, NY",United States,Imc,0,NY,2017,Northeast,17.0,Small
81013,20170810X14916,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2017-08-09,"Galesburg, IL",United States,Vmc,0,IL,2017,Midwest,1.0,Personal
81051,20170816X35104,Airplane,No,Turbo Fan,0.0,0.0,0.0,295.0,2017-08-15,"Queens, NY",United States,Vmc,0,NY,2017,Northeast,295.0,Jumbo
81053,20170816X21337,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2017-08-16,"Philipp, MS",United States,Imc,1,MS,2017,South,1.0,Personal
81057,20170821X51710,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2017-08-17,"Talkeetna, AK",United States,Vmc,0,AK,2017,West,1.0,Personal
81085,20170822X74412,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2017-08-21,"Shaw, MS",United States,Vmc,0,MS,2017,South,1.0,Personal
81090,20170823X05408,Airplane,No,Turbo Jet,0.0,1.0,0.0,0.0,2017-08-22,"Pacific Ocean, PO",United States,Vmc,0,PO,2017,,1.0,Personal
81093,20170824X42626,Airplane,No,Turbo Fan,0.0,9.0,2.0,63.0,2017-08-22,"McKellar, TN",United States,Imc,0,TN,2017,South,74.0,Medium
81131,20170828X32735,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2017-08-28,"Harvest, AL",United States,Vmc,0,AL,2017,South,1.0,Personal
81135,20170828X92641,Airplane,No,Turbo Jet,0.0,0.0,0.0,5.0,2017-08-29,"San Jose, CA",United States,Vmc,0,CA,2017,West,5.0,Personal
81163,20170906X62240,Airplane,No,Turbo Fan,0.0,0.0,1.0,3.0,2017-09-03,"Wilmington, DE",United States,Vmc,0,DE,2017,South,4.0,Personal
81183,20170907X71900,Airplane,No,Turbo Fan,0.0,0.0,0.0,184.0,2017-09-06,"Las Vegas, NV",United States,Vmc,0,NV,2017,West,184.0,Large
81219,20170914X93121,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2017-09-13,"Greeley, CO",United States,Vmc,0,CO,2017,West,3.0,Personal
81220,20170920X64035,Airplane,No,Turbo Fan,0.0,0.0,0.0,34.0,2017-09-13,"Charlotte, NC",United States,Vmc,0,NC,2017,South,34.0,Small
81227,20170915X32610,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2017-09-15,"Union City, TN",United States,Vmc,0,TN,2017,South,1.0,Personal
81238,20170916X21511,Airplane,No,Turbo Prop,0.0,0.0,0.0,9.0,2017-09-16,"Sedona, AZ",United States,Vmc,0,AZ,2017,West,9.0,Personal
81279,20170924X02230,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2017-09-23,"Ainsworth, NE",United States,Imc,1,NE,2017,Midwest,1.0,Personal
81321,20171002X95003,Airplane,No,Turbo Fan,0.0,0.0,0.0,301.0,2017-09-30,"Arlington, VA",United States,Vmc,0,VA,2017,South,301.0,Jumbo
81329,20171003X23920,Airplane,No,Turbo Fan,0.0,0.0,0.0,84.0,2017-10-02,"Chicago, IL",United States,Vmc,0,IL,2017,Midwest,84.0,Medium
81354,20171008X84526,Airplane,No,Turbo Fan,1.0,0.0,0.0,0.0,2017-10-08,"Vernon, TX",United States,Vmc,1,TX,2017,South,1.0,Personal
81364,20171012X24035,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2017-10-11,"Brawley, CA",United States,Vmc,0,CA,2017,West,1.0,Personal
81405,20171022X15558,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2017-10-21,"Anchorage, AK",United States,Vmc,0,AK,2017,West,4.0,Personal
81416,20171024X15807,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2017-10-24,"Olton, TX",United States,Vmc,0,TX,2017,South,1.0,Personal
81452,20171106X54947,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2017-11-05,"Las Vegas, NM",United States,Vmc,0,NM,2017,West,2.0,Personal
81511,20180109X22437,Airplane,No,Turbo Fan,0.0,0.0,0.0,5.0,2017-11-19,"Los Angeles, CA",United States,Vmc,0,CA,2017,West,5.0,Personal
81542,20171127X95417,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2017-11-25,"Clearwater, FL",United States,Vmc,0,FL,2017,South,1.0,Personal
81578,20171212X50255,Airplane,No,Turbo Fan,0.0,0.0,0.0,294.0,2017-12-03,"Miami, FL",United States,Vmc,0,FL,2017,South,294.0,Jumbo
81583,20171205X23358,Airplane,No,Turbo Prop,0.0,2.0,2.0,0.0,2017-12-05,"Rockford, IL",United States,Vmc,0,IL,2017,Midwest,4.0,Personal
81593,20171220X52223,Airplane,No,Turbo Fan,0.0,1.0,1.0,100.0,2017-12-06,"Fort Lauderdale, FL",United States,Imc,0,FL,2017,South,102.0,Large
81598,20171208X32353,Airplane,No,Turbo Prop,3.0,0.0,0.0,0.0,2017-12-08,"Geneva, FL",United States,Vmc,1,FL,2017,South,3.0,Personal
81609,20171212X00211,Airplane,No,Turbo Jet,0.0,0.0,0.0,61.0,2017-12-12,"Detroit, MI",United States,Vmc,0,MI,2017,Midwest,61.0,Medium
81637,20171219X90251,Airplane,No,Turbo Fan,0.0,0.0,1.0,56.0,2017-12-18,"Saint Louis, MO",United States,Imc,0,MO,2017,Midwest,57.0,Medium
81639,20171220X64353,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2017-12-18,"Georgetown, TX",United States,Imc,0,TX,2017,South,2.0,Personal
81665,20180102X34923,Airplane,No,Turbo Jet,0.0,0.0,0.0,0.0,2017-12-25,"Medford, OR",United States,Imc,0,OR,2017,West,0.0,Personal
81669,20171228X35517,Airplane,No,Turbo Fan,0.0,2.0,0.0,0.0,2017-12-27,"Michigan City, IN",United States,Vmc,0,IN,2017,Midwest,2.0,Personal
81670,20171229X23639,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2017-12-28,"Spearfish, SD",United States,Vmc,0,SD,2017,Midwest,1.0,Personal
81677,20180116X12236,Airplane,No,Turbo Prop,0.0,0.0,0.0,46.0,2017-12-30,"Pullman, WA",United States,Imc,0,WA,2017,West,46.0,Small
81699,20180111X85842,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-01-11,"Rock Springs, WY",United States,Vmc,0,WY,2018,West,1.0,Personal
81727,20180130X90601,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2018-01-19,"Houston, TX",United States,Vmc,0,TX,2018,South,4.0,Personal
81791,20180207X21243,Airplane,No,Turbo Fan,0.0,0.0,0.0,4.0,2018-02-05,"Cleveland, OH",United States,Imc,0,OH,2018,Midwest,4.0,Personal
81822,20180212X35207,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2018-02-12,"Montague, CA",United States,Vmc,0,CA,2018,West,2.0,Personal
81827,20180213X95634,Airplane,No,Turbo Fan,0.0,0.0,0.0,378.0,2018-02-13,"Honolulu, HI",United States,Vmc,0,HI,2018,West,378.0,Jumbo
81841,20180218X81015,Airplane,No,Turbo Prop,2.0,0.0,0.0,0.0,2018-02-18,"Evanston, WY",United States,Imc,1,WY,2018,West,2.0,Personal
81853,20180221X43129,Airplane,No,Turbo Jet,0.0,0.0,1.0,0.0,2018-02-21,"Elko, NV",United States,Vmc,0,NV,2018,West,1.0,Personal
81858,20180222X31345,Airplane,No,Turbo Prop,3.0,0.0,0.0,0.0,2018-02-23,"Rossville, IN",United States,Imc,1,IN,2018,Midwest,3.0,Personal
81865,20180228X30813,Airplane,No,Turbo Fan,0.0,2.0,1.0,295.0,2018-02-24,"Minneapolis, MN",United States,Vmc,0,MN,2018,Midwest,298.0,Jumbo
81872,20180226X95618,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2018-02-26,"Greenwood, MS",United States,Vmc,1,MS,2018,South,1.0,Personal
81876,20180227X14047,Airplane,No,Turbo Prop,2.0,0.0,0.0,0.0,2018-02-28,"Georgetown, FL",United States,Vmc,1,FL,2018,South,2.0,Personal
81918,20180312X34739,Airplane,No,Turbo Jet,0.0,0.0,0.0,9.0,2018-03-10,"Mount Pleasant, MI",United States,Vmc,0,MI,2018,Midwest,9.0,Personal
81946,20180319X41043,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2018-03-16,"Hastings, NE",United States,Vmc,0,NE,2018,Midwest,2.0,Personal
81957,20180322X42204,Airplane,No,Turbo Fan,0.0,2.0,1.0,5.0,2018-03-21,"Miami, FL",United States,Imc,0,FL,2018,South,8.0,Personal
81958,20180322X70555,Airplane,No,Turbo Prop,0.0,0.0,0.0,5.0,2018-03-21,"Arctic Ocean, OF",United States,Vmc,0,OF,2018,,5.0,Personal
81979,20180327X91612,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2018-03-27,"Stockton, CA",United States,Vmc,1,CA,2018,West,1.0,Personal
81986,20180329X95659,Airplane,No,Turbo Prop,0.0,0.0,0.0,8.0,2018-03-29,"King Salmon, AK",United States,Imc,0,AK,2018,West,8.0,Personal
82059,20180416X75158,Airplane,No,Turbo Jet,1.0,0.0,0.0,0.0,2018-04-16,"Crozet, VA",United States,Imc,1,VA,2018,South,1.0,Personal
82061,20180417X23642,Airplane,No,Turbo Fan,1.0,125.0,8.0,6.0,2018-04-17,"Philadelphia, PA",United States,Vmc,1,PA,2018,Northeast,140.0,Large
82077,20180420X04304,Airplane,No,Turbo Fan,0.0,0.0,0.0,101.0,2018-04-20,"Alexandria, LA",United States,Vmc,0,LA,2018,South,101.0,Large
82108,20180427X31921,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2018-04-26,"Bishop, CA",United States,Vmc,0,CA,2018,West,2.0,Personal
82125,20180429X05354,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-04-29,"Maxwell, CA",United States,Vmc,0,CA,2018,West,1.0,Personal
82136,20180509X25604,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-04-30,"Sioux Falls, SD",United States,Vmc,0,SD,2018,Midwest,1.0,Personal
82141,20180503X92154,Airplane,No,Turbo Fan,0.0,0.0,0.0,276.0,2018-05-01,"Queens, NY",United States,Vmc,0,NY,2018,Northeast,276.0,Jumbo
82163,20180508X25948,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-05-04,"Truman, AR",United States,Vmc,0,AR,2018,South,1.0,Personal
82186,20180507X00658,Airplane,No,Turbo Fan,0.0,0.0,0.0,179.0,2018-05-07,"Baltimore, MD",United States,Vmc,0,MD,2018,South,179.0,Large
82256,20180529X83333,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-05-19,"Nicolaus, CA",United States,Vmc,0,CA,2018,West,1.0,Personal
82276,20180523X45425,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-05-22,"Marysville, CA",United States,Vmc,0,CA,2018,West,1.0,Personal
82298,20180528X33011,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-05-27,"Qulin, MO",United States,Vmc,0,MO,2018,Midwest,1.0,Personal
82328,20180530X05847,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2018-05-30,"El Reno, OK",United States,Vmc,1,OK,2018,South,1.0,Personal
82337,20180604X94939,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-05-31,"Parkin, AR",United States,Vmc,0,AR,2018,South,1.0,Personal
82354,20180604X71813,Airplane,No,Turbo Prop,0.0,2.0,0.0,0.0,2018-06-04,"Mojave, CA",United States,Vmc,0,CA,2018,West,2.0,Personal
82377,20180611X11608,Airplane,No,Turbo Jet,0.0,2.0,0.0,0.0,2018-06-08,"Moriarty, NM",United States,Vmc,0,NM,2018,West,2.0,Personal
82421,20180614X80143,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2018-06-14,"Sacramento, CA",United States,Vmc,0,CA,2018,West,2.0,Personal
82465,20180619X24552,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2018-06-19,"Enid, OK",United States,Vmc,1,OK,2018,South,1.0,Personal
82513,20180626X21713,Airplane,No,Turbo Fan,0.0,0.0,0.0,3.0,2018-06-26,"Salt Lake City, UT",United States,Vmc,0,UT,2018,West,3.0,Personal
82519,20180627X21629,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-06-27,"Malin, OR",United States,Vmc,0,OR,2018,West,1.0,Personal
82525,20180628X41224,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-06-28,"Tappen, ND",United States,Vmc,0,ND,2018,Midwest,1.0,Personal
82554,20180701X51234,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-07-01,"Pantego, NC",United States,Vmc,0,NC,2018,South,1.0,Personal
82575,20180710X41746,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-07-04,"Chicago, IL",United States,Vmc,0,IL,2018,Midwest,1.0,Personal
82581,20180706X93900,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-07-05,"Rochelle, IL",United States,Vmc,0,IL,2018,Midwest,1.0,Personal
82610,20180711X04255,Airplane,No,Turbo Prop,0.0,4.0,6.0,1.0,2018-07-10,"Hydaburg, AK",United States,Imc,0,AK,2018,West,11.0,Small
82613,20180711X44318,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-07-10,"De Land, IL",United States,Vmc,0,IL,2018,Midwest,1.0,Personal
82618,20180711X93304,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2018-07-11,"Wheatley, AR",United States,Vmc,1,AR,2018,South,1.0,Personal
82625,20180712X02446,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2018-07-12,"Tolani Lake, AZ",United States,Imc,0,AZ,2018,West,3.0,Personal
82637,20180713X00848,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2018-07-13,"Bismarck, IL",United States,Vmc,0,IL,2018,Midwest,1.0,Personal
82696,20180720X93110,Airplane,No,Turbo Jet,1.0,0.0,0.0,0.0,2018-07-20,"Sheboygan, WI",United States,Vmc,1,WI,2018,Midwest,1.0,Personal
82713,20180724X92617,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2018-07-23,"Tulsa, OK",United States,Vmc,0,OK,2018,South,2.0,Personal
82715,20180725X32722,Airplane,No,Turbo Fan,0.0,1.0,1.0,144.0,2018-07-23,"Charlotte, NC",United States,Vmc,0,NC,2018,South,146.0,Large
82719,20200619X60815,Airplane,No,Turbo Fan,0.0,1.0,1.0,132.0,2018-07-23,"West Palm Beach, FL",United States,Vmc,0,FL,2018,South,134.0,Large
82741,20180726X93340,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-07-26,"Lecanto, FL",United States,Vmc,0,FL,2018,South,1.0,Personal
82749,20180727X04921,Airplane,No,Turbo Fan,0.0,0.0,0.0,250.0,2018-07-27,"Portsmouth, NH",United States,Vmc,0,NH,2018,Northeast,250.0,Jumbo
82781,20180808X32218,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-07-30,"Louise, MS",United States,Vmc,0,MS,2018,South,1.0,Personal
82786,20180816X41010,Airplane,No,Turbo Fan,0.0,0.0,0.0,181.0,2018-07-31,"Philadelphia, PA",United States,Vmc,0,PA,2018,Northeast,181.0,Large
82789,20180802X75952,Airplane,No,Turbo Prop,0.0,0.0,0.0,6.0,2018-08-01,"Wilmington, NC",United States,Vmc,0,NC,2018,South,6.0,Personal
82864,20180812X92421,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2018-08-11,"Steilacoom, WA",United States,Vmc,1,WA,2018,West,1.0,Personal
82873,20180813X02639,Airplane,No,Turbo Fan,1.0,0.0,0.0,0.0,2018-08-13,"Payson City, UT",United States,Vmc,1,UT,2018,West,1.0,Personal
82876,20180905X90334,Airplane,No,Turbo Fan,0.0,0.0,0.0,197.0,2018-08-13,"Los Angeles, CA",United States,Vmc,0,CA,2018,West,197.0,Large
82885,20180816X05046,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2018-08-15,"Westbrook, MN",United States,Vmc,0,MN,2018,Midwest,1.0,Personal
82908,20180818X94918,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2018-08-18,"Bronson, MI",United States,Vmc,1,MI,2018,Midwest,1.0,Personal
82987,20180828X00933,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2018-08-28,"Hartford, CT",United States,Vmc,0,CT,2018,Northeast,4.0,Personal
83047,20180903X10522,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-09-03,"Burbank, CA",United States,Vmc,0,CA,2018,West,1.0,Personal
83091,20180910X84852,Airplane,No,Turbo Jet,0.0,0.0,0.0,1.0,2018-09-09,"Denver, CO",United States,Vmc,0,CO,2018,West,1.0,Personal
83113,20180918X22051,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2018-09-14,"Reno, NV",United States,Vmc,0,NV,2018,West,2.0,Personal
83144,20180921X73852,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2018-09-21,"Napoleon, ND",United States,Vmc,0,ND,2018,Midwest,1.0,Personal
83165,20180925X10105,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2018-09-25,"Oscoda, MI",United States,Imc,1,MI,2018,Midwest,1.0,Personal
83171,20181001X90405,Airplane,No,Turbo Fan,0.0,0.0,1.0,185.0,2018-09-26,"Dallas, TX",United States,Vmc,0,TX,2018,South,186.0,Large
83173,20180927X41915,Airplane,No,Turbo Fan,2.0,0.0,2.0,0.0,2018-09-27,"Greenville, SC",United States,Vmc,1,SC,2018,South,4.0,Personal
83213,20181010X84616,Airplane,No,Turbo Prop,0.0,0.0,0.0,9.0,2018-10-03,"Gambell, AK",United States,Imc,0,AK,2018,West,9.0,Personal
83242,20181009X31826,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-10-08,"Crowley, LA",United States,Vmc,0,LA,2018,South,1.0,Personal
83255,20181012X11804,Airplane,No,Turbo Fan,0.0,0.0,1.0,121.0,2018-10-11,"San Jose, CA",United States,Vmc,0,CA,2018,West,122.0,Large
83260,20181012X14551,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2018-10-12,"Placedo, TX",United States,Vmc,1,TX,2018,South,1.0,Personal
83323,20181025X55256,Airplane,No,Turbo Prop,5.0,0.0,0.0,0.0,2018-10-25,"Atlantic Ocean, AO",United States,Vmc,1,AO,2018,,5.0,Personal
83357,20181102X60501,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2018-11-02,"Corvallis, OR",United States,Vmc,0,OR,2018,West,4.0,Personal
83398,20181112X51649,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2018-11-12,"Myrtle Beach, SC",United States,Vmc,0,SC,2018,South,1.0,Personal
83427,20181119X83401,Airplane,No,Turbo Prop,3.0,0.0,0.0,0.0,2018-11-18,"Harmon, ND",United States,Vmc,1,ND,2018,Midwest,3.0,Personal
83428,20181119X93520,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2018-11-18,"Petersburg, WV",United States,Vmc,0,WV,2018,South,3.0,Personal
83457,20181128X42306,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2018-11-28,"Americus, GA",United States,Vmc,0,GA,2018,South,1.0,Personal
83460,20181128X85901,Airplane,No,Turbo Prop,0.0,0.0,0.0,7.0,2018-11-28,"Mesa, AZ",United States,Vmc,0,AZ,2018,West,7.0,Personal
83472,20181130X31617,Airplane,No,Turbo Fan,3.0,0.0,0.0,0.0,2018-11-30,"Memphis, IN",United States,Imc,1,IN,2018,Midwest,3.0,Personal
83473,20181130X80724,Airplane,No,Turbo Jet,0.0,9.0,0.0,2.0,2018-11-30,"Fargo, ND",United States,Imc,0,ND,2018,Midwest,11.0,Small
83529,20181220X31531,Airplane,No,Turbo Fan,4.0,0.0,0.0,0.0,2018-12-20,"Atlanta, GA",United States,Imc,1,GA,2018,South,4.0,Personal
83562,20181231X63848,Airplane,No,Turbo Fan,0.0,0.0,0.0,0.0,2018-12-31,"Charlotte, NC",United States,Imc,0,NC,2018,South,0.0,Personal
83584,20190108X15531,Airplane,No,Turbo Prop,2.0,0.0,0.0,0.0,2019-01-07,"Colusa, CA",United States,Imc,1,CA,2019,West,2.0,Personal
83597,20190112X63300,Airplane,No,Turbo Fan,0.0,0.0,0.0,9.0,2019-01-12,"Uvalde, TX",United States,Vmc,0,TX,2019,South,9.0,Personal
83623,20190121X14953,Airplane,No,Turbo Prop,2.0,0.0,0.0,0.0,2019-01-21,"Kidron, OH",United States,Vmc,1,OH,2019,Midwest,2.0,Personal
83654,20190130X94935,Airplane,No,Turbo Fan,0.0,0.0,0.0,4.0,2019-01-29,"Tuscaloosa, AL",United States,Vmc,0,AL,2019,South,4.0,Personal
83657,20190131X52154,Airplane,No,Turbo Prop,3.0,0.0,0.0,0.0,2019-01-30,"Kake, AK",United States,Vmc,1,AK,2019,West,3.0,Personal
83688,20190211X15851,Airplane,No,Turbo Fan,0.0,0.0,0.0,3.0,2019-02-11,"Richmond, IN",United States,Imc,0,IN,2019,Midwest,3.0,Personal
83691,20190214X42337,Airplane,No,Turbo Fan,0.0,4.0,1.0,59.0,2019-02-13,"Reno, NV",United States,Imc,0,NV,2019,West,64.0,Medium
83708,20190306X80709,Airplane,No,Turbo Fan,0.0,1.0,1.0,143.0,2019-02-18,"Franklin, TN",United States,Imc,0,TN,2019,South,145.0,Large
83727,20190223X60222,Airplane,No,Turbo Fan,3.0,0.0,0.0,0.0,2019-02-23,"Trinity Bay, TX",United States,Imc,1,TX,2019,South,3.0,Personal
83739,20190228X04828,Airplane,No,Turbo Prop,2.0,0.0,0.0,0.0,2019-02-28,"Shreveport, LA",United States,Imc,1,LA,2019,South,2.0,Personal
83779,20190312X51344,Airplane,No,Turbo Fan,0.0,0.0,0.0,14.0,2019-03-09,"Chamblee, GA",United States,Vmc,0,GA,2019,South,14.0,Small
83792,20190311X02433,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-03-11,"PARMA, ID",United States,Vmc,0,ID,2019,West,1.0,Personal
83799,20190312X50739,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2019-03-12,"Latrobe, PA",United States,Vmc,0,PA,2019,Northeast,4.0,Personal
83812,20190322X14036,Airplane,No,Turbo Fan,0.0,0.0,0.0,4.0,2019-03-14,"Sanford, FL",United States,Vmc,0,FL,2019,South,4.0,Personal
83827,20190318X82725,Airplane,No,Turbo Fan,2.0,0.0,0.0,0.0,2019-03-18,"Yukon, OK",United States,Vmc,1,OK,2019,South,2.0,Personal
83849,20190325X84601,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2019-03-24,"FORT LAUDERDALE, FL",United States,Vmc,0,FL,2019,South,3.0,Personal
83861,20190328X91943,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2019-03-28,"Hermiston, OR",United States,Vmc,0,OR,2019,West,1.0,Personal
83863,20190401X22803,Airplane,No,Turbo Fan,0.0,0.0,0.0,0.0,2019-03-28,"Nashville, TN",United States,Vmc,0,TN,2019,South,0.0,Personal
83897,20190506X84901,Airplane,No,Turbo Fan,0.0,0.0,0.0,0.0,2019-04-05,"Atlanta, GA",United States,Vmc,0,GA,2019,South,0.0,Personal
83902,20190409X51503,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2019-04-09,"Harlingen, TX",United States,Vmc,1,TX,2019,South,1.0,Personal
83918,20190414X81253,Airplane,No,Turbo Fan,3.0,0.0,0.0,0.0,2019-04-13,"New Albany, MS",United States,Vmc,1,MS,2019,South,3.0,Personal
83971,20190423X41929,Airplane,No,Turbo Prop,0.0,0.0,0.0,5.0,2019-04-23,"Key West, FL",United States,Vmc,0,FL,2019,South,5.0,Personal
83994,20190429X52852,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-04-28,"Quanah, TX",United States,Vmc,0,TX,2019,South,1.0,Personal
84031,20190504X04947,Airplane,No,Turbo Fan,0.0,1.0,0.0,142.0,2019-05-04,"Jacksonville, FL",United States,Imc,0,FL,2019,South,143.0,Large
84039,20190507X71836,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-05-04,"McCarthy, AK",United States,Vmc,0,AK,2019,West,1.0,Personal
84046,20190505X61249,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-05-05,"Sutter, CA",United States,Vmc,0,CA,2019,West,1.0,Personal
84062,20190509X23544,Airplane,No,Turbo Jet,0.0,0.0,0.0,1.0,2019-05-09,"Newport News, VA",United States,Vmc,0,VA,2019,South,1.0,Personal
84064,20190514X85601,Airplane,No,Turbo Jet,0.0,0.0,0.0,7.0,2019-05-09,"Savannah, GA",United States,Vmc,0,GA,2019,South,7.0,Personal
84068,20190511X33053,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2019-05-11,"Eagle Lake, TX",United States,Imc,1,TX,2019,South,1.0,Personal
84072,20190512X92801,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2019-05-11,"Mount Holly, NJ",United States,Vmc,0,NJ,2019,Northeast,2.0,Personal
84084,20190513X55350,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2019-05-13,"Belgrade, MT",United States,Vmc,0,MT,2019,West,2.0,Personal
84099,20190517X91436,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2019-05-15,"Lane City, TX",United States,Vmc,0,TX,2019,South,1.0,Personal
